date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
19-12-2024,24,Mistletoe,Justin Bieber,92,182946,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d
19-12-2024,25,Christmas (Baby Please Come Home),Darlene Love,84,166453,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734bd42504ca3569f71af64fc8
19-12-2024,26,Merry Christmas,Ed Sheeran & Elton John,88,208546,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b629026e4cf6254a90dfc414
19-12-2024,27,Merry Xmas Everybody,Slade,82,223720,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739603b249275507cc454d7d23
19-12-2024,28,The Christmas Song (Merry Christmas To You),Nat King Cole,69,190973,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701
19-12-2024,29,Santa Claus Is Coming To Town,The Jackson 5,87,144013,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27308a0fe33e91b991d2c9c9cde
19-12-2024,30,One More Sleep,Leona Lewis,84,239586,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273b9eeb2705c983089c2412a80
19-12-2024,31,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,90,155453,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc
19-12-2024,32,greedy,Tate McRae,99,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
19-12-2024,33,Christmas Lights,Coldplay,85,242495,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735f30d36db3dd22681531d1da
19-12-2024,34,Winter Wonderland - Spotify Singles Holiday,Laufey,87,132800,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d16831527ee5c1edd9327b78
19-12-2024,35,A Holly Jolly Christmas,Burl Ives,91,135533,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273efe2a536761d4f8e8401ae62
19-12-2024,36,"Santa, Can’t You Hear Me",Kelly Clarkson,87,242644,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731fa667a7a53c7072fed91a17
19-12-2024,37,Strangers,Kenya Grace,96,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
19-12-2024,38,DJ Play A Christmas Song,Cher,80,209106,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273975b86124c181e9477f0d154
19-12-2024,39,White Christmas - 1947 Version,Bing Crosby & Fred Astaire,90,177480,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2735e8ed9b5848e7139dc087c48
19-12-2024,40,Prada,cassö & RAYE & D-Block Europe,93,132359,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
19-12-2024,41,Little Saint Nick - 1991 Remix,The Beach Boys,85,118840,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b27308c270b3ef1602ff84ed2c05
19-12-2024,42,2000 Miles - 2007 Remaster,Pretenders,78,220426,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2735436a01d3b621036889cffe6
19-12-2024,43,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,79,206066,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273cfbcba7cc35a40e08e5aff67
19-12-2024,44,Run Rudolph Run,Chuck Berry,88,165733,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b27339807cff601735a3dec9e24c
19-12-2024,45,Sprinter,Dave & Central Cee,90,229133,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
19-12-2024,46,vampire,Olivia Rodrigo,94,219724,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-12-2024,47,Lonely This Christmas,Mud,77,213160,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b27379fb80e5cd7fbc8be0f08b9a
19-12-2024,48,Cruel Summer,Taylor Swift,98,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
19-12-2024,49,My Love Mine All Mine,Mitski,98,137773,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
19-12-2024,50,Blue Christmas,Elvis Presley,89,129173,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273aa509be2dd24fb6c753cf292
20-12-2024,1,Last Christmas - Single Version,Wham!,89,265960,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615
20-12-2024,2,All I Want for Christmas Is You,Mariah Carey,100,241106,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
20-12-2024,3,Rockin' Around The Christmas Tree,Brenda Lee,98,126266,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
20-12-2024,4,Stick Season,Noah Kahan,93,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
20-12-2024,5,Fairytale of New York (feat. Kirsty MacColl),The Pogues,82,272466,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273d0ccf94a2d981db731f5dab8
20-12-2024,6,Santa Tell Me,Ariana Grande,96,204093,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
20-12-2024,7,It's Beginning to Look a Lot like Christmas,Michael Bublé,87,207199,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
20-12-2024,8,Jingle Bell Rock,Bobby Helms,94,130973,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
20-12-2024,9,It's the Most Wonderful Time of the Year,Andy Williams,79,151000,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650
20-12-2024,10,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,95,117146,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
20-12-2024,11,Lovin On Me,Jack Harlow,97,138411,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
20-12-2024,12,Underneath the Tree,Kelly Clarkson,86,229640,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
20-12-2024,13,Merry Christmas Everyone,Shakin' Stevens,91,220160,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb
20-12-2024,14,Do They Know It's Christmas? - 1984 Version,Band Aid,89,222533,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8
20-12-2024,15,Holly Jolly Christmas,Michael Bublé,83,119786,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
20-12-2024,16,Sleigh Ride,The Ronettes,83,181266,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731f0d5a8ff630fd5944c3936d
20-12-2024,17,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,91,214333,compilation,119,FALSE,https://i.scdn.co/image/ab67616d0000b27361a389971d7842d02b0623ab
20-12-2024,18,Driving Home for Christmas,Chris Rea,75,239946,compilation,13,FALSE,https://i.scdn.co/image/ab67616d0000b273074c5d0ef113a4c2f64fedeb
20-12-2024,19,Step Into Christmas - Remastered 1995,Elton John,84,272333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27368f5959744717483eed212b2
20-12-2024,20,Snowman,Sia,94,165900,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
20-12-2024,21,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,91,227653,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a
20-12-2024,22,I Wish It Could Be Christmas Everyday,Wizzard,81,278946,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739c462c3958ef80ae2835540c
20-12-2024,23,greedy,Tate McRae,99,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
20-12-2024,24,Feliz Navidad,José Feliciano,88,182066,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273c8ac560f803bba4902f8bbc5
20-12-2024,25,Mistletoe,Justin Bieber,92,182946,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d
20-12-2024,26,Merry Christmas,Ed Sheeran & Elton John,89,208546,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b629026e4cf6254a90dfc414
20-12-2024,27,Merry Xmas Everybody,Slade,82,223720,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739603b249275507cc454d7d23
20-12-2024,28,Christmas (Baby Please Come Home),Darlene Love,84,166453,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734bd42504ca3569f71af64fc8
20-12-2024,29,Strangers,Kenya Grace,96,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
20-12-2024,30,Prada,cassö & RAYE & D-Block Europe,93,132359,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
20-12-2024,31,One More Sleep,Leona Lewis,84,239586,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273b9eeb2705c983089c2412a80
20-12-2024,32,The Christmas Song (Merry Christmas To You),Nat King Cole,70,190973,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701
20-12-2024,33,Santa Claus Is Coming To Town,The Jackson 5,87,144013,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27308a0fe33e91b991d2c9c9cde
20-12-2024,34,Sprinter,Dave & Central Cee,90,229133,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
20-12-2024,35,Christmas Lights,Coldplay,85,242495,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735f30d36db3dd22681531d1da
20-12-2024,36,vampire,Olivia Rodrigo,94,219724,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-12-2024,37,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,90,155453,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc
20-12-2024,38,"Santa, Can’t You Hear Me",Kelly Clarkson,87,242644,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731fa667a7a53c7072fed91a17
20-12-2024,39,Cruel Summer,Taylor Swift,98,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
20-12-2024,40,My Love Mine All Mine,Mitski,98,137773,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
20-12-2024,41,DJ Play A Christmas Song,Cher,80,209106,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273975b86124c181e9477f0d154
20-12-2024,42,Water,Tyla,95,200255,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
20-12-2024,43,Winter Wonderland - Spotify Singles Holiday,Laufey,87,132800,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d16831527ee5c1edd9327b78
20-12-2024,44,A Holly Jolly Christmas,Burl Ives,91,135533,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273efe2a536761d4f8e8401ae62
20-12-2024,45,Little Saint Nick - 1991 Remix,The Beach Boys,85,118840,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b27308c270b3ef1602ff84ed2c05
20-12-2024,46,White Christmas - 1947 Version,Bing Crosby & Fred Astaire,90,177480,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2735e8ed9b5848e7139dc087c48
20-12-2024,47,Paint The Town Red,Doja Cat,88,230480,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
20-12-2024,48,2000 Miles - 2007 Remaster,Pretenders,78,220426,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2735436a01d3b621036889cffe6
20-12-2024,49,Lonely This Christmas,Mud,77,213160,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b27379fb80e5cd7fbc8be0f08b9a
20-12-2024,50,Run Rudolph Run,Chuck Berry,88,165733,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b27339807cff601735a3dec9e24c
21-12-2024,1,Last Christmas - Single Version,Wham!,89,265960,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615
21-12-2024,2,All I Want for Christmas Is You,Mariah Carey,100,241106,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
21-12-2024,3,Rockin' Around The Christmas Tree,Brenda Lee,98,126266,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
21-12-2024,4,Stick Season,Noah Kahan,93,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
21-12-2024,5,Fairytale of New York (feat. Kirsty MacColl),The Pogues,82,272466,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273d0ccf94a2d981db731f5dab8
21-12-2024,6,Santa Tell Me,Ariana Grande,96,204093,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
21-12-2024,7,It's Beginning to Look a Lot like Christmas,Michael Bublé,87,207199,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
21-12-2024,8,Jingle Bell Rock,Bobby Helms,94,130973,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
21-12-2024,9,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,95,117146,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
21-12-2024,10,It's the Most Wonderful Time of the Year,Andy Williams,79,151000,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650
21-12-2024,11,Underneath the Tree,Kelly Clarkson,86,229640,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
21-12-2024,12,Lovin On Me,Jack Harlow,96,138411,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
21-12-2024,13,Holly Jolly Christmas,Michael Bublé,83,119786,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
21-12-2024,14,Do They Know It's Christmas? - 1984 Version,Band Aid,89,222533,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8
21-12-2024,15,Sleigh Ride,The Ronettes,83,181266,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731f0d5a8ff630fd5944c3936d
21-12-2024,16,Merry Christmas Everyone,Shakin' Stevens,91,220160,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb
21-12-2024,17,Driving Home for Christmas,Chris Rea,75,239946,compilation,13,FALSE,https://i.scdn.co/image/ab67616d0000b273074c5d0ef113a4c2f64fedeb
21-12-2024,18,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,92,214333,compilation,119,FALSE,https://i.scdn.co/image/ab67616d0000b27361a389971d7842d02b0623ab
21-12-2024,19,Step Into Christmas - Remastered 1995,Elton John,85,272333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27368f5959744717483eed212b2
21-12-2024,20,Snowman,Sia,94,165900,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
21-12-2024,21,I Wish It Could Be Christmas Everyday,Wizzard,81,278946,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739c462c3958ef80ae2835540c
21-12-2024,22,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,91,227653,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a
21-12-2024,23,Feliz Navidad,José Feliciano,88,182066,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273c8ac560f803bba4902f8bbc5
21-12-2024,24,Merry Christmas,Ed Sheeran & Elton John,89,208546,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b629026e4cf6254a90dfc414
21-12-2024,25,Mistletoe,Justin Bieber,92,182946,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d
21-12-2024,26,greedy,Tate McRae,99,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
21-12-2024,27,Christmas (Baby Please Come Home),Darlene Love,85,166453,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734bd42504ca3569f71af64fc8
21-12-2024,28,Merry Xmas Everybody,Slade,82,223720,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739603b249275507cc454d7d23
21-12-2024,29,One More Sleep,Leona Lewis,84,239586,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273b9eeb2705c983089c2412a80
21-12-2024,30,Prada,cassö & RAYE & D-Block Europe,93,132359,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
21-12-2024,31,Strangers,Kenya Grace,96,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
21-12-2024,32,The Christmas Song (Merry Christmas To You),Nat King Cole,71,190973,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701
21-12-2024,33,Santa Claus Is Coming To Town,The Jackson 5,87,144013,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27308a0fe33e91b991d2c9c9cde
21-12-2024,34,Christmas Lights,Coldplay,85,242495,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735f30d36db3dd22681531d1da
21-12-2024,35,"Santa, Can’t You Hear Me",Kelly Clarkson,87,242644,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731fa667a7a53c7072fed91a17
21-12-2024,36,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,90,155453,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc
21-12-2024,37,Sprinter,Dave & Central Cee,90,229133,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
21-12-2024,38,DJ Play A Christmas Song,Cher,81,209106,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273975b86124c181e9477f0d154
21-12-2024,39,vampire,Olivia Rodrigo,94,219724,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
21-12-2024,40,Cruel Summer,Taylor Swift,98,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
21-12-2024,41,Winter Wonderland - Spotify Singles Holiday,Laufey,87,132800,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d16831527ee5c1edd9327b78
21-12-2024,42,Water,Tyla,95,200255,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
21-12-2024,43,My Love Mine All Mine,Mitski,98,137773,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
21-12-2024,44,A Holly Jolly Christmas,Burl Ives,91,135533,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273efe2a536761d4f8e8401ae62
21-12-2024,45,Little Saint Nick - 1991 Remix,The Beach Boys,85,118840,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b27308c270b3ef1602ff84ed2c05
21-12-2024,46,White Christmas - 1947 Version,Bing Crosby & Fred Astaire,90,177480,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2735e8ed9b5848e7139dc087c48
21-12-2024,47,Lonely This Christmas,Mud,78,213160,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b27379fb80e5cd7fbc8be0f08b9a
21-12-2024,48,2000 Miles - 2007 Remaster,Pretenders,78,220426,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2735436a01d3b621036889cffe6
21-12-2024,49,Paint The Town Red,Doja Cat,88,230480,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
21-12-2024,50,Run Rudolph Run,Chuck Berry,88,165733,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b27339807cff601735a3dec9e24c
22-12-2024,1,Last Christmas - Single Version,Wham!,89,265960,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615
22-12-2024,2,All I Want for Christmas Is You,Mariah Carey,100,241106,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
22-12-2024,3,Rockin' Around The Christmas Tree,Brenda Lee,98,126266,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
22-12-2024,4,Santa Tell Me,Ariana Grande,96,204093,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
22-12-2024,5,Fairytale of New York (feat. Kirsty MacColl),The Pogues,82,272466,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273d0ccf94a2d981db731f5dab8
22-12-2024,6,It's Beginning to Look a Lot like Christmas,Michael Bublé,87,207199,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
22-12-2024,7,Stick Season,Noah Kahan,93,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
22-12-2024,8,Jingle Bell Rock,Bobby Helms,94,130973,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
22-12-2024,9,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,95,117146,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
22-12-2024,10,It's the Most Wonderful Time of the Year,Andy Williams,79,151000,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650
22-12-2024,11,Underneath the Tree,Kelly Clarkson,86,229640,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
22-12-2024,12,Do They Know It's Christmas? - 1984 Version,Band Aid,89,222533,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8
22-12-2024,13,Sleigh Ride,The Ronettes,83,181266,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731f0d5a8ff630fd5944c3936d
22-12-2024,14,Holly Jolly Christmas,Michael Bublé,83,119786,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
22-12-2024,15,Driving Home for Christmas,Chris Rea,75,239946,compilation,13,FALSE,https://i.scdn.co/image/ab67616d0000b273074c5d0ef113a4c2f64fedeb
22-12-2024,16,Lovin On Me,Jack Harlow,96,138411,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
22-12-2024,17,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,92,214333,compilation,119,FALSE,https://i.scdn.co/image/ab67616d0000b27361a389971d7842d02b0623ab
22-12-2024,18,Merry Christmas Everyone,Shakin' Stevens,91,220160,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb
22-12-2024,19,Step Into Christmas - Remastered 1995,Elton John,85,272333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27368f5959744717483eed212b2
22-12-2024,20,I Wish It Could Be Christmas Everyday,Wizzard,81,278946,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739c462c3958ef80ae2835540c
22-12-2024,21,Snowman,Sia,94,165900,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
22-12-2024,22,Merry Christmas,Ed Sheeran & Elton John,89,208546,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b629026e4cf6254a90dfc414
22-12-2024,23,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,91,227653,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a
22-12-2024,24,Feliz Navidad,José Feliciano,88,182066,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273c8ac560f803bba4902f8bbc5
22-12-2024,25,Mistletoe,Justin Bieber,92,182946,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d
22-12-2024,26,Christmas (Baby Please Come Home),Darlene Love,85,166453,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734bd42504ca3569f71af64fc8
22-12-2024,27,greedy,Tate McRae,99,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
22-12-2024,28,One More Sleep,Leona Lewis,84,239586,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273b9eeb2705c983089c2412a80
22-12-2024,29,Merry Xmas Everybody,Slade,82,223720,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739603b249275507cc454d7d23
22-12-2024,30,The Christmas Song (Merry Christmas To You),Nat King Cole,73,190973,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701
22-12-2024,31,Santa Claus Is Coming To Town,The Jackson 5,87,144013,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27308a0fe33e91b991d2c9c9cde
22-12-2024,32,Strangers,Kenya Grace,96,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
22-12-2024,33,Christmas Lights,Coldplay,85,242495,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735f30d36db3dd22681531d1da
22-12-2024,34,Prada,cassö & RAYE & D-Block Europe,93,132359,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
22-12-2024,35,DJ Play A Christmas Song,Cher,81,209106,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273975b86124c181e9477f0d154
22-12-2024,36,"Santa, Can’t You Hear Me",Kelly Clarkson,87,242644,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731fa667a7a53c7072fed91a17
22-12-2024,37,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,90,155453,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc
22-12-2024,38,Sprinter,Dave & Central Cee,90,229133,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
22-12-2024,39,Winter Wonderland - Spotify Singles Holiday,Laufey,87,132800,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d16831527ee5c1edd9327b78
22-12-2024,40,vampire,Olivia Rodrigo,94,219724,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
22-12-2024,41,A Holly Jolly Christmas,Burl Ives,91,135533,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273efe2a536761d4f8e8401ae62
22-12-2024,42,Little Saint Nick - 1991 Remix,The Beach Boys,85,118840,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b27308c270b3ef1602ff84ed2c05
22-12-2024,43,Cruel Summer,Taylor Swift,98,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
22-12-2024,44,White Christmas - 1947 Version,Bing Crosby & Fred Astaire,90,177480,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2735e8ed9b5848e7139dc087c48
22-12-2024,45,Water,Tyla,94,200255,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
